age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed,campaign [Binned] (equi-width),campaign [Binned](equi-depth),duration(min - max normalization),duration(z- score normalization),married(Binarization),divorced(Binarization),single(Binarization),unknown(Binarization),age_binned(Discretization)
36,blue-collar,married,unknown,unknown,yes,no,telephone,may,fri,219,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,Bin 3,Bin 4,0.056863264,-0.152640872,1,0,0,0,Adult
50,admin.,married,basic.6y,no,no,no,telephone,may,fri,66,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,Bin 3,Bin 4,0.016397778,-0.715018747,1,0,0,0,Mid-age
30,admin.,single,high.school,no,yes,no,telephone,may,fri,100,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,Bin 2,Bin 3,0.025390108,-0.590045886,0,0,1,0,Adult
39,services,married,high.school,no,no,no,telephone,may,fri,110,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,Bin 5,Bin 5,0.028034911,-0.553289162,1,0,0,0,Adult
28,admin.,married,high.school,no,no,yes,telephone,may,fri,30,18,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,Bin 15,Bin 6,0.006876488,-0.847342953,1,0,0,0,Adult
48,admin.,married,university.degree,no,no,no,telephone,may,fri,76,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,Bin 7,Bin 6,0.019042581,-0.678262024,1,0,0,0,Mid-age
37,unemployed,married,professional.course,no,yes,no,telephone,may,fri,3631,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,yes,Bin 1,Bin 2,0.959270034,12.38875331,1,0,0,0,Adult
40,admin.,married,high.school,unknown,no,yes,telephone,may,fri,84,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,Bin 2,Bin 3,0.021158424,-0.648856644,1,0,0,0,Adult
33,admin.,married,high.school,no,yes,no,telephone,may,fri,53,7,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no,Bin 6,Bin 6,0.012959535,-0.762802488,1,0,0,0,Adult
45,services,married,basic.9y,no,no,no,telephone,jun,mon,71,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 2,0.01772018,-0.696640385,1,0,0,0,Mid-age
29,services,divorced,high.school,no,no,yes,telephone,jun,mon,361,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 2,Bin 3,0.094419466,0.369304606,0,1,0,0,Adult
36,self-employed,divorced,university.degree,no,yes,yes,telephone,jun,mon,372,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 2,0.097328749,0.409737003,0,1,0,0,Adult
25,admin.,single,high.school,no,no,no,telephone,jun,mon,175,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 2,0.045226131,-0.314370457,0,0,1,0,Adult
46,admin.,married,university.degree,no,yes,no,telephone,jun,mon,502,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,Bin 4,Bin 5,0.131711188,0.887574413,1,0,0,0,Mid-age
41,admin.,single,university.degree,no,no,no,telephone,jun,mon,367,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 2,Bin 3,0.096006348,0.391358641,0,0,1,0,Adult
46,admin.,married,university.degree,unknown,no,no,telephone,jun,mon,230,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 2,Bin 3,0.059772547,-0.112208476,1,0,0,0,Mid-age
30,admin.,married,university.degree,no,no,no,telephone,jun,mon,493,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 1,0.129330865,0.854493361,1,0,0,0,Adult
42,blue-collar,married,basic.6y,no,yes,no,telephone,jun,mon,1036,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,Bin 1,Bin 1,0.272943666,2.850383467,1,0,0,0,Adult
47,self-employed,divorced,professional.course,unknown,yes,no,telephone,jun,mon,364,13,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 11,Bin 6,0.095212907,0.380331624,0,1,0,0,Mid-age
38,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,464,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 1,0.121660936,0.747898862,1,0,0,0,Adult
30,services,married,high.school,no,no,no,telephone,jun,mon,88,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 2,0.022216345,-0.634153955,1,0,0,0,Adult
39,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,466,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 1,0.122189897,0.755250207,1,0,0,0,Adult
40,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,66,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 5,Bin 5,0.016397778,-0.715018747,1,0,0,0,Adult
45,management,married,university.degree,no,no,no,telephone,jun,mon,369,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 2,0.096535308,0.398709985,1,0,0,0,Mid-age
32,admin.,married,high.school,no,no,no,telephone,jun,mon,142,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 3,Bin 4,0.036498281,-0.435667646,1,0,0,0,Adult
36,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,mon,183,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 4,Bin 5,0.047341973,-0.284965078,1,0,0,0,Adult
38,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,493,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 2,Bin 3,0.129330865,0.854493361,1,0,0,0,Adult
49,unknown,married,unknown,unknown,yes,no,telephone,jun,mon,498,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 1,0.130653266,0.872871723,1,0,0,0,Mid-age
39,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,200,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 2,0.051838138,-0.222478648,1,0,0,0,Adult
40,services,divorced,high.school,no,no,no,telephone,jun,mon,158,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 1,0.040729966,-0.376856888,0,1,0,0,Adult
44,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,41,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 4,Bin 5,0.009785771,-0.806910557,1,0,0,0,Adult
58,retired,married,basic.9y,no,yes,no,telephone,jun,mon,198,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 1,0.051309177,-0.229829992,1,0,0,0,Mid-age
27,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,176,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 3,Bin 4,0.045490611,-0.310694785,1,0,0,0,Adult
47,entrepreneur,single,university.degree,unknown,yes,no,telephone,jun,mon,42,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 1,0.010050251,-0.803234885,0,0,1,0,Mid-age
39,technician,married,professional.course,no,no,no,telephone,jun,mon,164,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 2,0.042316847,-0.354802854,1,0,0,0,Adult
39,admin.,married,university.degree,no,no,no,telephone,jun,mon,178,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 1,0.046019572,-0.30334344,1,0,0,0,Adult
31,blue-collar,married,basic.6y,no,no,yes,telephone,jun,mon,154,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 2,0.039672044,-0.391559577,1,0,0,0,Adult
39,housemaid,divorced,basic.9y,no,yes,no,telephone,jun,mon,154,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 2,0.039672044,-0.391559577,0,1,0,0,Adult
39,admin.,married,university.degree,no,no,no,telephone,jun,mon,61,7,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 6,Bin 6,0.015075377,-0.733397109,1,0,0,0,Adult
50,admin.,married,high.school,no,no,no,telephone,jun,mon,205,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 1,Bin 2,0.05316054,-0.204100286,1,0,0,0,Mid-age
35,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,134,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 2,Bin 3,0.034382439,-0.465073025,1,0,0,0,Adult
41,management,divorced,university.degree,no,no,no,telephone,jun,mon,43,12,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 10,Bin 6,0.010314732,-0.799559212,0,1,0,0,Adult
48,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,153,9,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,Bin 7,Bin 6,0.039407564,-0.39523525,1,0,0,0,Mid-age
43,blue-collar,single,professional.course,no,yes,no,telephone,jun,tue,209,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 2,0.054218461,-0.189397596,0,0,1,0,Adult
49,services,married,high.school,unknown,yes,no,telephone,jun,tue,86,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 4,Bin 5,0.021687384,-0.6415053,1,0,0,0,Mid-age
35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,438,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.114784449,0.65233138,1,0,0,0,Adult
47,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,tue,384,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 4,Bin 5,0.100502513,0.453845071,1,0,0,0,Mid-age
37,services,married,high.school,unknown,yes,no,telephone,jun,tue,132,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.033853478,-0.47242437,1,0,0,0,Adult
31,management,single,university.degree,no,no,no,telephone,jun,tue,166,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.042845808,-0.347451509,0,0,1,0,Adult
56,entrepreneur,married,unknown,unknown,yes,no,telephone,jun,tue,536,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.140703518,1.012547274,1,0,0,0,Mid-age
42,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,110,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 3,Bin 4,0.028034911,-0.553289162,1,0,0,0,Adult
59,entrepreneur,married,unknown,no,no,no,telephone,jun,tue,242,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 2,0.06294631,-0.068100408,1,0,0,0,Mid-age
43,retired,married,basic.9y,unknown,no,no,telephone,jun,tue,455,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.119280614,0.714817811,1,0,0,0,Adult
45,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,tue,825,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.217138323,2.074816593,1,0,0,0,Mid-age
49,management,divorced,university.degree,unknown,yes,no,telephone,jun,tue,165,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 2,Bin 3,0.042581328,-0.351127181,0,1,0,0,Mid-age
29,admin.,single,high.school,no,yes,no,telephone,jun,tue,235,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 2,0.061094948,-0.093830114,0,0,1,0,Adult
31,unemployed,divorced,basic.4y,no,yes,no,telephone,jun,tue,801,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,Bin 1,Bin 1,0.210790796,1.986600456,0,1,0,0,Adult
28,student,single,university.degree,unknown,no,no,telephone,jun,tue,171,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 4,Bin 5,0.044168209,-0.329073147,0,0,1,0,Adult
50,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,tue,137,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 2,0.035175879,-0.454046008,0,1,0,0,Mid-age
42,admin.,married,unknown,unknown,no,no,telephone,jun,tue,14,21,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 18,Bin 6,0.002644803,-0.906153711,1,0,0,0,Adult
34,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,276,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 2,0.071938641,0.056872454,1,0,0,0,Adult
45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,313,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 6,Bin 6,0.081724412,0.192872332,1,0,0,0,Mid-age
37,housemaid,married,basic.4y,no,yes,no,telephone,jun,tue,59,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 2,0.014546416,-0.740748454,1,0,0,0,Adult
33,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,281,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 6,Bin 6,0.073261042,0.075250816,1,0,0,0,Adult
28,blue-collar,single,basic.9y,no,no,no,telephone,jun,tue,550,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.144406242,1.064006687,0,0,1,0,Adult
30,blue-collar,single,basic.9y,no,no,no,telephone,jun,wed,83,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 9,Bin 6,0.020893943,-0.652532317,0,0,1,0,Adult
42,technician,single,high.school,no,yes,no,telephone,jun,wed,457,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.119809574,0.722169155,0,0,1,0,Adult
48,retired,married,basic.4y,unknown,no,no,telephone,jun,wed,145,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 6,Bin 6,0.037291722,-0.424640629,1,0,0,0,Mid-age
26,admin.,single,high.school,no,yes,yes,telephone,jun,wed,622,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.163448823,1.328655099,0,0,1,0,Adult
26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,71,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.01772018,-0.696640385,1,0,0,0,Adult
46,blue-collar,married,professional.course,unknown,no,no,telephone,jun,wed,1138,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.299920656,3.22530205,1,0,0,0,Mid-age
42,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,166,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 2,0.042845808,-0.347451509,0,0,1,0,Adult
28,management,single,university.degree,no,no,no,telephone,jun,wed,361,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.094419466,0.369304606,0,0,1,0,Adult
40,housemaid,divorced,high.school,no,no,no,telephone,jun,wed,1449,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,Bin 5,Bin 5,0.382174028,4.368436162,0,1,0,0,Adult
48,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,103,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 2,0.026183549,-0.579018869,1,0,0,0,Mid-age
34,technician,divorced,basic.9y,no,no,no,telephone,jun,wed,156,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 2,Bin 3,0.040201005,-0.384208233,0,1,0,0,Adult
59,retired,married,basic.6y,unknown,no,no,telephone,jun,wed,235,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 4,Bin 5,0.061094948,-0.093830114,1,0,0,0,Mid-age
36,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,135,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.034646919,-0.461397353,1,0,0,0,Adult
45,admin.,single,high.school,no,no,no,telephone,jun,wed,192,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 5,Bin 5,0.049722296,-0.251884027,0,0,1,0,Mid-age
28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,167,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 1,0.043110288,-0.343775836,1,0,0,0,Adult
28,admin.,married,high.school,no,no,no,telephone,jun,wed,84,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 2,Bin 3,0.021158424,-0.648856644,1,0,0,0,Adult
54,entrepreneur,married,university.degree,no,yes,no,telephone,jun,wed,39,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 1,Bin 2,0.00925681,-0.814261902,1,0,0,0,Mid-age
38,technician,married,university.degree,unknown,no,no,telephone,jun,wed,36,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 3,Bin 4,0.008463369,-0.825288919,1,0,0,0,Adult
40,technician,married,professional.course,no,no,no,telephone,jun,wed,389,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 4,Bin 5,0.101824914,0.472223433,1,0,0,0,Adult
38,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,382,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,Bin 2,Bin 3,0.099973552,0.446493726,1,0,0,0,Adult
51,technician,divorced,professional.course,no,no,no,telephone,jun,thu,399,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 2,Bin 3,0.104469717,0.508980157,0,1,0,0,Mid-age
35,services,divorced,high.school,no,yes,no,telephone,jun,thu,74,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.018513621,-0.685613368,0,1,0,0,Adult
24,admin.,single,high.school,no,no,no,telephone,jun,thu,131,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.033588998,-0.476100042,0,0,1,0,Adult
29,services,single,high.school,no,yes,no,telephone,jun,thu,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.034117958,-0.468748698,0,0,1,0,Adult
45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,232,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.060301508,-0.104857131,1,0,0,0,Mid-age
31,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,166,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 2,0.042845808,-0.347451509,0,1,0,0,Adult
59,technician,married,unknown,unknown,unknown,unknown,telephone,jun,thu,247,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 2,0.064268712,-0.049722046,1,0,0,0,Mid-age
49,blue-collar,married,unknown,no,no,no,telephone,jun,thu,225,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.058450145,-0.130586838,1,0,0,0,Mid-age
36,blue-collar,married,high.school,no,no,no,telephone,jun,thu,272,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.070880719,0.042169764,1,0,0,0,Adult
31,housemaid,divorced,high.school,no,no,no,telephone,jun,thu,57,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.014017456,-0.748099799,0,1,0,0,Adult
41,admin.,married,university.degree,no,no,no,telephone,jun,thu,115,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 2,0.029357313,-0.5349108,1,0,0,0,Adult
41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,348,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.090981222,0.321520865,1,0,0,0,Adult
26,blue-collar,single,basic.9y,no,yes,no,telephone,jun,thu,61,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 2,0.015075377,-0.733397109,0,0,1,0,Adult
31,technician,married,university.degree,no,no,no,telephone,jun,thu,741,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.194921978,1.766060113,1,0,0,0,Adult
40,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,thu,85,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 2,Bin 3,0.021422904,-0.645180972,1,0,0,0,Adult
41,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,17,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.003438244,-0.895126694,1,0,0,0,Adult
38,admin.,married,university.degree,no,yes,no,telephone,jun,thu,197,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 1,0.051044697,-0.233505665,1,0,0,0,Adult
34,admin.,single,university.degree,unknown,no,no,telephone,jun,thu,17,16,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 13,Bin 6,0.003438244,-0.895126694,0,0,1,0,Adult
43,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,246,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,Bin 1,Bin 2,0.064004232,-0.053397718,1,0,0,0,Adult
30,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,fri,361,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.094419466,0.369304606,1,0,0,0,Adult
40,technician,married,professional.course,no,no,no,telephone,jun,fri,18,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.003702724,-0.891451022,1,0,0,0,Adult
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.023009786,-0.623126938,1,0,0,0,Mid-age
41,admin.,single,high.school,no,yes,no,telephone,jun,fri,266,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 2,0.069293838,0.02011573,0,0,1,0,Adult
26,services,single,high.school,no,no,no,telephone,jun,fri,363,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.094948426,0.376655951,0,0,1,0,Adult
44,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,fri,110,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.028034911,-0.553289162,1,0,0,0,Adult
55,services,married,high.school,unknown,yes,no,telephone,jun,fri,315,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.082253372,0.200223677,1,0,0,0,Mid-age
39,admin.,single,high.school,no,yes,no,telephone,jun,fri,141,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 2,Bin 3,0.036233801,-0.439343318,0,0,1,0,Adult
32,unemployed,single,high.school,unknown,yes,no,telephone,jun,fri,219,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.056863264,-0.152640872,0,0,1,0,Adult
45,unemployed,married,basic.4y,no,yes,yes,telephone,jun,fri,264,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.068764877,0.012764385,1,0,0,0,Mid-age
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,326,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.085162655,0.240656073,1,0,0,0,Adult
29,admin.,single,high.school,no,yes,no,telephone,jun,fri,17,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 3,Bin 4,0.003438244,-0.895126694,0,0,1,0,Adult
45,admin.,divorced,basic.9y,no,yes,no,telephone,jun,fri,261,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 2,0.067971436,0.001737368,0,1,0,0,Mid-age
44,technician,married,professional.course,unknown,yes,no,telephone,jun,fri,371,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 2,0.097064269,0.40606133,1,0,0,0,Adult
38,admin.,married,basic.9y,unknown,yes,no,telephone,jun,fri,514,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 2,0.134884951,0.931682481,1,0,0,0,Adult
53,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,1330,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 2,Bin 3,0.350700873,3.931031148,0,1,0,0,Mid-age
37,admin.,married,university.degree,no,no,no,telephone,jun,fri,155,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 2,Bin 3,0.039936525,-0.387883905,1,0,0,0,Adult
51,admin.,married,basic.9y,unknown,yes,no,telephone,jun,fri,114,7,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 6,Bin 6,0.029092833,-0.538586473,1,0,0,0,Mid-age
28,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,419,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 2,0.109759323,0.582493605,1,0,0,0,Adult
52,self-employed,single,university.degree,unknown,yes,no,telephone,jun,fri,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.01824914,-0.689289041,0,0,1,0,Mid-age
44,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,25,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 5,Bin 5,0.005554086,-0.865721315,0,1,0,0,Adult
29,technician,married,university.degree,no,no,yes,telephone,jun,fri,252,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 3,Bin 4,0.065591113,-0.031343684,1,0,0,0,Adult
47,retired,married,basic.4y,unknown,no,yes,telephone,jun,fri,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 2,Bin 3,0.00872785,-0.821613247,1,0,0,0,Mid-age
29,technician,married,professional.course,no,no,no,telephone,jun,fri,145,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.037291722,-0.424640629,1,0,0,0,Adult
37,entrepreneur,married,basic.9y,no,no,no,telephone,jun,fri,50,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.012166094,-0.773829506,1,0,0,0,Adult
30,admin.,married,university.degree,no,no,no,telephone,jun,fri,75,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,Bin 1,Bin 1,0.018778101,-0.681937696,1,0,0,0,Adult
